organism,gene,<pLDDT>,std
Human,P05386,70.4169298245614,22.13760415598321
Human,P05387,69.05773913043478,22.402119700206537
Human,P05388,79.78924290220827,20.515410105399635
Human,P05408,61.54735849056603,12.820577342685718
Human,P05412,61.07274924471301,21.45051637053289
Human,P05413,96.12067669172926,3.1529576031642828
Human,P05423,64.19037688442208,18.244409610035678
Human,P05451,90.99795180722894,13.902422061583382
Human,P05452,88.00178217821781,18.766470806382618
Human,P05455,73.96605392156859,19.981358735793346
Human,P05496,73.64558823529413,24.3359874152973
Human,P05538,86.55488805970145,15.404447324572507
Human,P05543,86.91551807228925,19.07106703212092
Human,P05546,79.7656513026052,24.8734689063976
Human,P05549,67.76421052631582,25.398368524183446
Human,P05556,85.87667919799499,12.749164418040852
Human,P05771,86.1246795827123,17.330126138929934
Human,P05783,78.77862790697684,22.115338036970037
Human,P05787,74.38304347826087,25.85244856775505
Human,P05813,87.71334883720931,19.18995861319109
Human,P05814,59.14287610619468,8.813729894225665
Human,P05937,81.47436781609197,7.832824640046707
Human,P05976,87.44190721649488,14.920766680076737
Human,P05981,91.07182254196644,15.1136873515167
Human,P05997,51.90673115410277,20.717566159022457
Human,P06028,66.10659340659339,19.140716581472706
Human,P06126,88.71871559633027,16.122311781758462
Human,P06127,73.27303030303024,20.237265308852873
Human,P06132,96.63989100817442,8.102595035520821
Human,P06133,94.36731060606061,8.42036721616338
Human,P06213,77.79976845151955,21.73846419176659
Human,P06239,83.78025540275048,19.55036736683954
Human,P06241,80.9001862197392,23.070847227001735
Human,P06276,93.28923588039878,11.40445441392284
Human,P06280,94.37540792540788,13.370028640928107
Human,P06307,64.71295652173913,15.735748333231735
Human,P06310,90.166,15.390684650138214
Human,P06312,90.96322314049584,15.16124099321492
Human,P06315,89.74817391304347,15.95453292996171
Human,P06331,90.06658536585367,12.626243661148003
Human,P06340,89.80648000000001,10.692096951000773
Human,P06396,89.08350383631705,15.949200109803888
Human,P06400,76.25233836206897,24.14482710416087
Human,P06401,56.23980707395497,27.301649447543696
Human,P06454,58.85045045045044,4.233523310070964
Human,P06493,89.14447811447812,12.24992697622813
Human,P06576,85.33476370510391,17.936994224400266
Human,P06681,88.23155585106387,14.58966252178371
Human,P06702,94.48464912280707,9.100084266028256
Human,P06703,88.1352222222222,6.456771678336848
Human,P06727,80.10893939393935,15.553243527594175
Human,P06729,77.74700854700849,21.74806347333902
Human,P06730,91.07442396313367,15.034430247633146
Human,P06731,87.02638176638182,16.043675769833133
Human,P06732,95.08976377952754,6.508048253523028
Human,P06733,97.56241935483875,3.27964148866726
Human,P06734,85.99819314641744,16.83526880875402
Human,P06737,92.64974025974024,9.99930785933261
Human,P06744,97.83729390680998,3.5234872484970476
Human,P06746,94.27101492537314,10.433999341264528
Human,P06748,73.0940476190476,22.649917922944
Human,P06753,91.75807017543855,10.526663928745878
Human,P06756,88.28745229007637,16.94281184410506
Human,P06850,62.0938775510204,23.136994170598573
Human,P06858,90.91467368421038,14.889218001056726
Human,P06865,93.5972778827978,12.646339599088915
Human,P06870,91.53633587786256,16.118729549793922
Human,P06881,72.52929687499997,16.201130901093457
Human,P06899,85.47468253968253,19.680033419062312
Human,P07093,88.41841708542708,17.070626488222732
Human,P07098,90.07469849246226,16.126866244216263
Human,P07099,95.0796923076923,5.570674975758793
Human,P07101,80.54445075757576,24.11073453410514
Human,P07108,97.16977011494254,3.054476638208215
Human,P07148,94.79094488188977,3.7224491203581156
Human,P07195,96.09293413173651,4.531871407789415
Human,P07196,71.58948434622471,25.884285883898134
Human,P07197,57.02846069868983,27.63971995797791
Human,P07199,65.87225375626039,25.237362313111365
Human,P07202,83.84594855305454,18.402492773659734
Human,P07204,78.89907826086963,20.270921954601064
Human,P07205,96.45242206235017,3.794170415994039
Human,P07225,83.08735207100585,15.500178122674136
Human,P07237,88.19407480314955,17.17657581769941
Human,P07288,91.93758620689651,15.522486516669709
Human,P07305,69.02149484536085,21.164225342860423
Human,P07306,86.63769759450173,18.531304466075582
Human,P07307,78.35401929260449,20.421610257697914
Human,P07311,96.28727272727275,8.659426675003447
Human,P07315,96.67091954022989,4.26855776127515
Human,P07316,96.83034285714282,4.040211578214029
Human,P07320,96.49022988505745,4.727478484426563
Human,P07327,97.96418666666666,2.4311301771992566
Human,P07332,89.4263017031631,15.440060699377428
Human,P07333,78.10049382716042,22.763475332671753
Human,P07339,85.00849514563109,19.01181085810464
Human,P07355,94.39572271386432,12.78546604085336
Human,P07357,78.64554794520548,18.11265313163368
Human,P07358,81.37018612521149,19.13481144232178
Human,P07359,63.941595092024606,28.56136901859604
Human,P07360,89.73871287128715,14.294124990162523
Human,P07384,89.56011204481794,10.512368464991535
Human,P07437,91.79389639639632,9.680674321223217
Human,P07438,77.83688524590163,7.666975923172293
Human,P07451,97.96688461538467,4.131518428513653
Human,P07476,48.264358974358956,16.951339436506196
Human,P07477,91.82372469635632,15.00727151324937
Human,P07478,92.29425101214575,15.044106817790482
Human,P07492,63.779256756756794,14.150899364562234
Human,P07498,59.06219780219784,9.52261504879136
Human,P07510,81.19259187620885,17.961898839393545
Human,P07550,79.04307506053269,23.892935322823206
Human,P07585,88.66247910863517,19.5012046691381
Human,P07602,72.87727099236642,18.804994646619487
Human,P07686,93.05156474820149,13.2506424263066
Human,P07711,93.53354354354354,11.197455285051001
Human,P07737,95.7254285714286,6.034915713866217
Human,P07738,95.78046332046334,7.054756752399561
Human,P07741,96.97966666666667,4.96482705304693
Human,P07766,73.02666666666664,19.099218766429235
Human,P07814,82.83590608465609,20.059240434884696
Human,P07858,92.0402949852507,14.204651858678481
Human,P07864,96.46448795180727,3.681775703131316
Human,P07900,85.14364754098348,17.19163169161191
Human,P07902,91.66627968337728,13.53361731041966
Human,P07910,71.2260130718954,19.15567699739655
Human,P07911,82.98184374999994,16.518778453644384
Human,P07919,87.35164835164841,14.637162793573562
Human,P07942,76.33895856662943,12.783624320321717
Human,P07947,81.8156169429097,23.298213629397402
Human,P07948,83.43851562499994,20.855854247438074
Human,P07949,78.95345601436267,22.62733133875434
Human,P07951,91.41542253521136,10.770619113545406
Human,P07954,92.75319607843142,16.80804769258057
Human,P07988,72.60293963254593,19.278531659844077
Human,P07992,76.88296296296295,23.357169786736574
Human,P07996,83.69224786324791,16.750522496969158
Human,P07998,92.51288461538464,10.31667607035001
Human,P08034,79.58459363957589,17.803687019209832
Human,P08047,38.977528662420355,16.600095610407074
Human,P08048,53.667790262172396,23.558383665582546
Human,P08069,77.98280175566947,21.358126956795996
Human,P08100,88.69405172413794,13.493019053615564
Human,P08118,88.9238596491228,12.144484309273752
Human,P08123,53.55319912152265,19.043912484654033
Human,P08133,94.30838038632983,9.150867084714518
Human,P08134,93.42062176165801,12.784043917635133
Human,P08138,76.04245901639347,22.757932951395592
Human,P08151,45.30965641952985,18.12445763656795
Human,P08172,72.20427038626609,27.603566005632686
Human,P08173,75.60549060542787,24.781240651445593
Human,P08174,78.5712860892389,25.576265955681222
Human,P08183,84.65057812500001,16.49698479960115
Human,P08185,87.06269135802467,18.745284007175737
Human,P08195,78.85366666666667,25.33181242395695
Human,P08217,93.36174721189592,12.034883819371238
Human,P08218,92.05843866171,11.884899504157902
Human,P08235,55.56781504065039,27.467297473362397
Human,P08236,93.8372964669739,15.655573510357934
Human,P08237,91.22642307692297,10.881471014361546
Human,P08238,84.0994889502762,17.287748812178286
Human,P08240,74.37915360501572,22.400175412957473
Human,P08243,94.46650623885921,8.333666013205596
Human,P08246,87.96790262172286,18.495045477410734
Human,P08247,77.17057507987221,22.83200253165248
Human,P08253,89.56354545454542,14.548342033187167
Human,P08254,86.14339622641509,15.494598023846013
Human,P08263,97.53306306306301,3.973218518080707
Human,P08294,88.28474999999997,18.861854869131154
Human,P08311,91.04862745098039,15.152056822730254
Human,P08319,98.16997368421058,2.33704778892699
Human,P08397,90.01659279778394,15.141143476867754
Human,P08473,96.18055999999996,8.853167686562816
Human,P08476,75.61516431924888,20.91016238985681
Human,P08493,83.86601941747574,13.182951578091402
Human,P08514,88.27728585178062,16.516482558289145
Human,P08519,70.72007142857143,24.900048817979354
Human,P08559,94.47374358974356,14.713959492069216
Human,P08567,83.32388571428575,15.260175688506395
Human,P08571,84.77064000000004,20.447442496729675
Human,P08572,47.75630841121498,19.131639511924437
Human,P08574,84.90769230769226,21.323929394659004
Human,P08575,75.67187595712086,25.519968851602414
Human,P08579,82.5327111111111,19.944708086354048
Human,P08581,79.5362589928058,20.28822897105224
Human,P08582,89.29592140921407,15.704082315970501
Human,P08588,74.63941299790356,24.35806585921304
Human,P08590,88.39707692307692,16.133889834730216
Human,P08603,78.83320877335503,9.208606684164742
Human,P08620,81.07422330097091,22.263168506965805
Human,P08621,70.72130434782602,20.86978865774742
Human,P08631,83.38393536121663,22.69503675802913
Human,P08637,85.6687007874015,18.76415378346928
Human,P08648,85.10399428026686,16.891819669541203
Human,P08651,61.700354330708635,25.929957689513525
Human,P08670,77.2968454935622,22.909317934054595
Human,P08684,92.65751491053673,9.807431919830172
Human,P08686,92.39006072874483,12.427035948525603
Human,P08697,78.79898167006108,25.750049433082282
Human,P08700,83.0160526315789,17.1036384309356
Human,P08708,86.31533333333336,12.107314642473442
Human,P08709,82.0548283261803,18.274330552974284
Human,P08727,79.81925,22.628673755602644
Human,P08729,73.82072494669504,26.532815525075208
Human,P08754,94.09429378531071,7.9092529794760775
Human,P08758,96.09978125,5.365315078320045
Human,P08779,71.73164904862573,27.11785197615628
Human,P08833,79.26467181467181,18.81687582001553
Human,P08842,94.40912521440823,11.23816801496224
Human,P08861,91.21748148148143,17.87817722992117
Human,P08865,79.7018305084746,22.323324642398514
Human,P08887,77.92752136752134,23.42677456471449
Human,P08908,77.58343601895741,23.91973164336206
Human,P08910,91.18115294117644,11.388314685527837
Human,P08912,68.39180451127822,28.47063325642643
Human,P08913,70.32322580645159,28.73546966191691
Human,P08922,72.43119301235615,17.99522493188671
Human,P08949,67.88917355371898,13.374741680476147
Human,P08962,90.71521008403364,10.859714572037186
Human,P08F94,82.62170714285719,15.316972631223942
Human,P09001,86.94204022988507,18.929672675962234
Human,P09012,79.70975177304966,18.381363835776877
Human,P09016,64.36223529411768,20.173517043525678
Human,P09017,64.22181818181818,19.854265621293614
Human,P09038,69.11524305555558,24.250600979307517
Human,P09067,61.45583643122678,20.734598775528962
Human,P09086,58.6915240083508,22.857357384717076
Human,P09093,90.74677777777784,17.9434178065453
Human,P09104,97.07698156682022,3.182585443574297
Human,P09105,96.69654929577463,3.228291539135589
Human,P09110,93.97912735849057,14.402646325327128
Human,P09131,76.74928721174008,22.359037360610827
Human,P09132,85.58611111111111,19.807768226096684
Human,P09172,90.0101944894651,12.297172737526544
Human,P09210,97.69481981981981,3.6965150027740052
Human,P09211,98.02400000000002,3.423907569958489
Human,P09228,89.30049645390072,12.862047327531538
Human,P09234,70.25201257861639,16.778407236941376
Human,P09237,87.36782771535583,15.878087288944366
Human,P09238,85.21989495798321,16.636040321963883
Human,P09326,83.3616049382716,19.01802182705385
Human,P09327,77.40620314389355,15.904172362063203
Human,P09341,81.56373831775697,15.156326554383527
Human,P09382,96.54651851851852,6.97183745571541
Human,P09417,96.13999999999994,8.583787759205254
Human,P09429,76.12060465116281,22.60457303202116
Human,P09430,62.03999999999998,5.1181928628978195
Human,P09455,96.74407407407406,4.014694176129281
Human,P09466,86.79066666666664,14.765772681742359
Human,P09467,94.23156804733729,8.734507039421338
Human,P09471,94.54177966101702,7.440412930269372
Human,P09486,84.35782178217822,23.087236180697072
Human,P09488,98.28077981651373,1.33159517953522
Human,P09493,91.56017605633794,10.841515325196426
Human,P09496,70.26366935483868,21.23498932461423
Human,P09497,71.32567685589518,21.23979461286968
Human,P09525,96.79557993730408,5.006701799407153
Human,P09529,73.50950859950856,17.82888368956451
Human,P09543,87.25895486935867,20.010131195263188
Human,P09544,87.90905555555555,15.345437132082337
Human,P09564,77.13883333333335,19.816769274334863
Human,P09565,54.285840707964596,11.260951540742223
Human,P09601,82.68059027777775,24.92059670787544
Human,P09603,57.22601083032497,24.462999706988974
Human,P09619,72.98072332730563,23.59832137694391
Human,P09622,93.94145383104127,15.5287299822244
Human,P09629,63.99806451612906,21.745816355630254
Human,P09630,62.52412765957446,21.831905745819384
Human,P09651,66.54626344086022,26.600776825213064
Human,P09661,87.48270588235293,18.08105545602056
Human,P09668,93.91611940298513,12.961973840294897
Human,P09669,94.72893333333332,7.089411554956839
Human,P09681,69.31228758169934,19.5058300149184
Human,P09683,65.91652892561977,14.198594896768896
Human,P09693,74.97170329670331,15.97317992038874
Human,P09758,81.79164086687315,19.071498309570547
Human,P09769,82.47809073724002,22.8004726832094
Human,P09848,86.50826673585884,16.781620339525563
Human,P09871,87.58553779069761,12.142915306986275
Human,P09874,82.43671597633136,19.37351314557523
Human,P09884,75.81829001367994,24.433529315370816
Human,P09912,53.640538461538455,10.63615150986617
Human,P09913,88.81398305084738,13.102982542466707
Human,P09914,94.0326987447698,7.495154839231608
Human,P09917,97.18253709198824,3.4093492860459698
Human,P09919,84.6005314009662,15.094664995017807
Human,P09923,93.1123674242424,16.059741906861376
Human,P09936,93.46197309417039,6.392640503668383
Human,P09958,85.07186397984889,20.448996995883924
Human,P09960,96.50273322422255,4.239697541846937
Human,P09972,96.3958791208791,7.035724112526445
Human,P0C024,94.14256302521005,9.827490668663414
Human,P0C025,85.26969512195117,18.469115087144033
Human,P0C091,75.69404862085085,14.38943818063274
Human,P0C0E4,73.0330215827338,23.17706270160985
Human,P0C0L4,83.42137614678884,15.262915603393466
Human,P0C0L5,83.35060779816511,15.332551609264678
Human,P0C0P6,64.976404494382,10.72816677504774
Human,P0C0S5,90.24054687499998,16.134253561357518
Human,P0C0S8,91.05784615384616,13.594341695359049
Human,P0C1H6,74.89961038961034,25.04353362589993
Human,P0C1S8,67.00992945326281,26.504540471464296
Human,P0C1Z6,65.70118577075098,20.804421243043013
Human,P0C221,75.69435056746532,17.614607405821268
Human,P0C263,89.55577586206897,17.18672741131021
Human,P0C264,85.91509749303626,21.302541596541698
Human,P0C2L3,58.01945783132529,17.47936715708201
Human,P0C2S0,70.16074074074075,16.49084854915162
Human,P0C2W1,88.67636363636369,18.68632123940328
Human,P0C2W7,51.868695652173905,10.954854453223872
Human,P0C2Y1,60.57771971496434,22.903826595353863
Human,P0C5J1,89.6424545454545,11.68709248024817
Human,P0C5K6,68.61333333333334,5.085262525130335
Human,P0C5K7,38.175441176470585,6.623127245587667
Human,P0C5Y4,46.01603305785123,5.527562564072308
Human,P0C5Y9,87.26373913043479,14.148928701856121
Human,P0C5Z0,86.61704347826088,14.976581485709938
Human,P0C604,82.42155555555559,13.45454911418295
Human,P0C617,78.74437689969606,17.204417551151217
Human,P0C623,86.65537459283384,10.020552045479445
Human,P0C626,88.46691082802546,11.674977639267608
Human,P0C628,90.66563517915306,9.757156056115317
Human,P0C629,82.69099678456594,14.71554542453214
Human,P0C645,87.31326984126984,12.667385058834084
Human,P0C646,85.68540268456373,11.50718512068019
Human,P0C671,46.71779141104292,10.665303603290235
Human,P0C672,90.33689516129031,9.88265156997478
Human,P0C6A0,61.54856088560884,22.620733357558212
Human,P0C6C1,54.8415514018691,22.323392776856025
Human,P0C6P0,63.76059999999995,9.08602947606929
Human,P0C6S8,85.97873310810803,18.92343560556481
Human,P0C6T2,89.99702702702703,12.39102483924704
Human,P0C7A2,46.72364341085274,13.850554720072505
Human,P0C7H8,34.669218750000006,4.370984158590423
Human,P0C7H9,66.26120754716982,28.99064428225631
Human,P0C7I0,67.60909433962262,29.50298841803782
Human,P0C7I6,76.99468013468015,23.664504424957457
Human,P0C7L1,81.03896907216499,14.099531211373192
Human,P0C7M3,60.069361702127615,19.51242309175682
Human,P0C7M4,62.09812500000001,18.929961534736336
Human,P0C7M6,83.855974025974,18.6591013800508
Human,P0C7M7,89.82760344827587,15.503461814125808
Human,P0C7M8,82.97313084112145,17.039655452938103
Human,P0C7N1,89.46501567398118,11.478895364661957
Human,P0C7N4,73.53881502890177,22.173075847217934
Human,P0C7N5,90.02919093851142,11.27781768948802
Human,P0C7N8,88.99314754098361,10.16783491281685
Human,P0C7P0,86.95637795275593,18.71984052817915
Human,P0C7P1,50.60538306451614,17.865448267220877
Human,P0C7P2,55.51962616822428,7.737141751129562
Human,P0C7P3,83.78962719298232,16.11809157305871
Human,P0C7P4,78.42809187279155,23.395938094619083
Human,P0C7Q2,58.92766355140188,8.691015296123723
Human,P0C7Q5,84.43653846153843,16.670758853142978
Human,P0C7Q6,83.10662721893495,15.258246655209495
Human,P0C7T2,82.87935064935063,12.402628579548766
Human,P0C7T3,87.59837060702878,9.734343318226008
Human,P0C7T4,68.83754716981132,18.28190691363235
Human,P0C7T5,49.85506531204648,21.062103726472905
Human,P0C7T7,36.29713498622591,5.250005541223804
Human,P0C7T8,71.51170506912442,16.939461940258262
Human,P0C7U0,61.49153381642507,25.125683626915926
Human,P0C7U1,86.50012121212126,19.80550030697407
Human,P0C7U3,78.52363881401614,25.703628992086042
Human,P0C7U9,33.08706293706296,8.869094870459655
Human,P0C7V0,40.431107011070125,10.007510550042545
Human,P0C7V4,49.74493534482758,14.260335407840012
Human,P0C7V6,49.4397919216646,23.03915268103957
Human,P0C7V7,89.63210843373489,5.842198258726437
Human,P0C7V8,70.93841521394609,26.886687396119118
Human,P0C7V9,70.31085470085469,27.863148197477877
Human,P0C7W0,63.7925396825397,15.229861398124976
Human,P0C7W6,88.83472868217049,11.94022759430933
Human,P0C7W8,49.83528017241383,14.178499990847726
Human,P0C7W9,49.575301724137894,14.374239092137298
Human,P0C7X0,49.7774568965517,14.232983563498966
Human,P0C7X1,59.754025500910736,26.966246269989135
Human,P0C7X2,59.32692028985506,17.285064202972826
Human,P0C7X3,55.02848837209302,20.844403814678884
Human,P0C7X4,76.64900497512438,22.747237173114573
Human,P0C7X5,47.83864176570458,18.12425221516559
Human,P0C841,71.3059574468085,14.576844893941178
Human,P0C842,88.10851239669418,14.151870574671145
Human,P0C843,77.03643564356437,20.807541977296292
Human,P0C851,63.93211678832116,14.51828323438938
Human,P0C853,34.809714285714286,3.9701033828791283
Human,P0C854,34.29027777777775,7.837927902942741
Human,P0C860,61.52250559284119,24.790492783009885
Human,P0C862,64.12180180180177,26.39048433470248
Human,P0C864,50.793190184049095,6.817648849493179
Human,P0C866,67.66685714285711,19.806536027487574
Human,P0C869,87.4013316261204,13.435249012372905
Human,P0C870,97.8377848101266,1.8648066799787364
Human,P0C874,45.48945474372952,21.0777879315301
Human,P0C875,68.17817901234571,24.895860446327546
Human,P0C879,56.164892086330916,10.152533466072473
Human,P0C880,50.772222222222226,9.303534944801132
Human,P0C881,70.56429885057473,28.42096365507514
Human,P0C8F1,91.2144897959184,10.031920698597906
Human,P0CAP1,76.87667381974254,24.471739825670817
Human,P0CAP2,65.46149456521738,20.978915727540148
Human,P0CAT3,56.17901639344262,11.582644833007706
Human,P0CB33,68.2143203883495,26.48325521111336
Human,P0CB38,91.79767567567569,10.038713522763315
Human,P0CB47,69.93521628498728,24.80154795949877
Human,P0CB48,67.24037500000004,24.45783619025557
Human,P0CE67,44.11880000000001,4.942284548667752
Human,P0CE71,92.72477064220185,4.265636232771236
Human,P0CE72,91.9921100917431,4.469485341427758
Human,P0CF51,86.54306358381503,16.373783161124305
Human,P0CF74,96.21254716981133,8.613547475674556
Human,P0CF75,84.6736338797814,15.889676930944226
Human,P0CF97,80.66199391171988,20.406927267455085
Human,P0CG00,52.60613682092563,24.374655487745255
Human,P0CG01,79.47823204419886,15.656360159657734
Human,P0CG04,96.01660377358489,8.77780873575491
Human,P0CG08,82.41795604395604,13.491355197051664
Human,P0CG12,47.15961832061066,7.934638637791649
Human,P0CG13,86.8785123966942,11.245032450456948
Human,P0CG20,49.33087565674253,14.561754970286422
Human,P0CG21,93.97991869918701,5.972021963694842
Human,P0CG22,87.27085409252668,15.443272268054432
Human,P0CG23,65.6778148710167,28.180073520697
Human,P0CG24,89.89427440633247,10.289087217357514
Human,P0CG29,97.59586065573772,2.6097659584017023
Human,P0CG30,98.1249590163934,2.3874508831873005
Human,P0CG31,65.94291187739469,26.371925481275266
Human,P0CG32,68.43580645161288,21.764100669397088
Human,P0CG33,72.47316017316012,26.584867723748552
Human,P0CG34,71.11822222222223,9.589975388426044
Human,P0CG35,72.73333333333332,8.085759223611733
Human,P0CG36,64.05031390134528,22.656717421022947
Human,P0CG37,64.0715246636771,22.8348152567506
Human,P0CG38,70.38912558139539,28.215915646909842
Human,P0CG39,71.2832755298651,28.095613894332697
Human,P0CG40,45.73572314049589,15.74178017481216
Human,P0CG41,68.85301158301155,26.92435569645273
Human,P0CG42,37.21236979166667,12.84641958706799
Human,P0CG43,36.82307493540049,13.67723303393888
Human,P0CG47,93.36882096069863,8.437963749289308
Human,P0CG48,88.53808759124087,7.942462505373387
Human,P0CH98,30.16952662721893,4.830739687642501
Human,P0CH99,61.34796666666663,24.391492018028654
Human,P0CI00,59.802466666666675,22.290142423252682
Human,P0CI01,60.469129353233825,24.82588049348502
Human,P0CI25,85.16654867256632,15.838812780657785
Human,P0CI26,84.57847345132743,17.042940149893006
Human,P0CJ68,68.77166666666666,6.892837869041235
Human,P0CJ69,65.3367857142857,4.028901882976683
Human,P0CJ70,73.04666666666667,8.225041371054347
Human,P0CJ71,76.44357142857142,7.7777260789503035
Human,P0CJ72,67.57666666666667,6.6991620537364405
Human,P0CJ73,70.805,5.330866095986029
Human,P0CJ74,84.3225,10.580672729872456
Human,P0CJ75,69.60125000000001,9.121551089087498
Human,P0CJ76,71.92958333333333,8.76780401961568
Human,P0CJ77,87.50583333333334,10.060542528721909
Human,P0CJ78,56.797554296506135,19.372807328865594
Human,P0CJ79,69.45650417827305,25.389473042983788
Human,P0CJ85,62.35516509433956,24.087878684123385
Human,P0CJ86,61.61202830188675,24.251313952715247
Human,P0CJ87,61.70452606635066,24.20806944382777
Human,P0CJ88,62.011344339622646,24.116067567869226
Human,P0CJ89,61.9347877358491,24.330685483294946
Human,P0CJ90,61.77966981132077,24.34290233786017
Human,P0CJ92,68.51624999999994,25.632395358060673
Human,P0CK96,74.44009876543213,21.560963181722162
Human,P0CK97,52.875902255639105,10.919270203631731
Human,P0CL80,62.891794871794886,5.23782244429137
Human,P0CL81,62.98692307692307,5.589746941895019
Human,P0CL82,62.558461538461565,5.538439969093802
Human,P0CL83,82.96448780487799,17.89560884566849
Human,P0CL84,90.38410447761193,9.58859445388242
Human,P0CL85,89.56059701492534,11.143492295465347
Human,P0CV98,74.07623376623374,22.82498426274822
Human,P0CV99,71.79277070063699,24.937829568691487
Human,P0CW00,74.39918831168829,22.822802756012756
Human,P0CW01,74.88730519480521,22.898166649752618
Human,P0CW18,74.02119402985073,22.000458714511378
Human,P0CW19,71.47837606837606,19.131791010707175
Human,P0CW20,73.02393162393167,19.904140185100818
Human,P0CW21,70.62980769230768,12.436229098637053
Human,P0CW23,75.75347826086957,15.795749549917861
Human,P0CW24,75.67817042606517,23.282318576696664
Human,P0CW27,71.06207289293845,26.287646951819013
Human,P0CZ25,47.33319018404906,5.846033913869491
Human,P0DH78,76.93583333333335,18.97595735763782
Human,P0DI80,80.32725806451613,15.49081269545471
Human,P0DI81,92.43935714285715,7.882724258122432
Human,P0DI82,92.40750000000004,8.01294756940291
Human,P0DI83,48.04671717171714,8.484062172108958
Human,P0DJ07,87.16958904109585,7.592486812336017
Human,P0DJ93,68.7131868131868,17.87382596646243
Human,P0DJD0,65.31635011441661,28.985933680384427
Human,P0DJD1,65.19729498861051,29.125038031701546
Human,P0DJD3,49.71717741935482,17.749736245677088
Human,P0DJD4,49.76368951612902,17.892957523221064
Human,P0DJD7,91.11067010309277,12.225774133330342
Human,P0DJD8,91.01878865979378,12.185790221666766
Human,P0DJD9,91.24185567010312,12.135416374278513
Human,P0DJG4,62.58109677419354,21.627743867971798
Human,P0DJH9,73.41308080808085,19.11864091423895
Human,P0DJI8,93.79532786885244,7.867325996494932
Human,P0DJI9,93.6734426229508,7.277391643436113
Human,P0DJJ0,87.81986928104568,15.968737472120356
Human,P0DJR0,93.6190322580646,7.661643738634762
Human,P0DKB5,80.99759162303666,19.20320588311361
Human,P0DKB6,58.19573529411767,13.88004696934082
Human,P0DKL9,80.7529605263158,19.29300997766916
Human,P0DKV0,39.82011784511789,11.173160353081611
Human,P0DKX0,68.73913183279738,24.3089268245647
Human,P0DKX4,71.0003157894737,15.18557545849153
Human,P0DL12,60.672457627118646,13.569865101589006
Human,P0DM35,73.975737704918,8.033273725628513
Human,P0DM63,50.23585365853657,12.394333673017536
Human,P0DMB1,44.4551971326165,12.68956387795702
Human,P0DMB2,68.26,18.506662233059398
Human,P0DMC3,72.7733333333333,13.439708440400148
Human,P0DME0,75.88307947019867,22.337466494458038
Human,P0DML2,82.24695852534562,15.318834465028448
Human,P0DML3,82.34497695852534,15.571667232225783
Human,P0DMM9,96.55006779661021,8.713115420696932
Human,P0DMN0,96.5702033898305,8.640716501167471
Human,P0DMP1,66.25333333333334,10.443275348280347
Human,P0DMP2,88.50139737991269,15.89080439823218
Human,P0DMQ5,58.505294117647054,13.670493393414048
Human,P0DMQ9,67.6723602484472,17.55179375432735
Human,P0DMR1,70.03122866894192,19.333094665459406
Human,P0DMR2,74.45715789473687,13.359642420613218
Human,P0DMR3,41.877149999999986,11.711878516168959
Human,P0DMS8,91.15499999999999,12.460732151632062
Human,P0DMS9,70.33146616541357,23.165911656741528
Human,P0DMT0,81.5354347826087,18.26165139760054
Human,P0DMU2,89.56751612903227,10.26749399136143
Human,P0DMU3,39.25071005917161,7.421918807542751
Human,P0DMU7,68.86444444444443,17.455588918157925
Human,P0DMU8,68.61116402116402,17.511630049908064
Human,P0DMU9,70.28941798941798,18.492149004200105
Human,P0DMV0,69.0136507936508,17.313384335475725
Human,P0DMV1,67.92328042328045,18.279162561447333
Human,P0DMV2,67.9906349206349,17.541427657205112
Human,P0DMV8,88.75817472698907,14.243377778916551
Human,P0DMV9,88.76393135725426,14.920657799246483
Human,P0DMW2,73.01444444444445,15.558951772112207
Human,P0DMW3,68.73014705882355,12.67871009544173
Human,P0DMW4,66.1303846153846,8.102983218022741
Human,P0DMW5,66.75551282051285,8.019809871689027
Human,P0DN24,65.88306930693068,13.343107149428768
Human,P0DN25,83.3526031746032,16.1020478896119
Human,P0DN26,96.6312804878049,3.0112037045996876
Human,P0DN37,96.54518292682926,3.727854688194521
Human,P0DN76,78.56795833333334,22.82492074644723
Human,P0DN77,82.22804945054952,20.22404464084564
Human,P0DN78,83.00425824175824,20.579047737164032
Human,P0DN79,90.10974591651555,15.20331152223609
Human,P0DN80,88.06675324675315,11.084391206540497
Human,P0DN81,85.22666666666667,12.730596342218677
Human,P0DN82,84.54896440129458,12.771289107398365
Human,P0DN84,84.66857142857144,15.544714699924242
Human,P0DN86,78.60557575757579,19.26720134577947
Human,P0DN87,77.45975757575755,20.31460176301065
Human,P0DO92,67.53927710843372,14.227415820282014
Human,P0DO97,74.4120890410959,23.682579678424993
Human,P0DOY2,95.98122641509434,8.858447594185163
Human,P0DOY3,96.07924528301888,8.964983631099054
Human,P0DP01,91.83222222222221,13.187063144535546
Human,P0DP02,91.03572649572644,14.005922209938067
Human,P0DP03,90.97717948717951,14.530700528765749
Human,P0DP04,90.68737288135597,14.974498459554392
Human,P0DP06,91.42847457627116,12.524247981559245
Human,P0DP07,91.41338983050845,12.124420952123995
Human,P0DP08,91.55393162393162,12.492884604402398
Human,P0DP09,90.5869230769231,14.914666358448198
Human,P0DP23,85.11859060402683,11.217387271920046
Human,P0DP24,86.0912080536913,10.154795403234173
Human,P0DP25,85.2501342281879,11.024576936385273
Human,P0DP42,76.85728506787333,19.860979430565873
